"Occupation","Occupation_Cluster","Score_Comp_.1","Score_Comp_.2","Score_Comp_.3","Score_Comp_.4","Score_Comp_.5","Score_Comp_.6","Score_Comp_.7","Score_Comp_.8","Score_Comp_.9","Score_Comp_.10","Score_Comp_.11","Score_Comp_.12","Score_Comp_.13","Score_Comp_.14","Score_Comp_.15","Score_Comp_.16","Score_Comp_.17","Score_Comp_.18","Score_Comp_.19","Score_Comp_.20","Score_Comp_.21","Score_Comp_.22","Score_Comp_.23","Score_Comp_.24","Score_Comp_.25","Score_Comp_.26","Score_Comp_.27","Score_Comp_.28","Score_Comp_.29","Score_Comp_.30","Score_Comp_.31","Score_Comp_.32","Score_Comp_.33","Score_Comp_.34","Score_Comp_.35","Score_Comp_.36","Score_Comp_.37","Score_Comp_.38","Score_Comp_.39","Score_Comp_.40","Score_Comp_.41","Score_Comp_.42","Score_Comp_.43","Score_Comp_.44","Score_Comp_.45","Score_Comp_.46","Score_Comp_.47","Score_Comp_.48","Score_Comp_.49","Score_Comp_.50","Score_Comp_.51","Score_Comp_.52","Score_Comp_.53","Score_Comp_.54","Score_Comp_.55","Score_Comp_.56","Score_Comp_.57","Score_Comp_.58","Score_Comp_.59","Score_Comp_.60","Score_Comp_.61","Score_Comp_.62","Score_Comp_.63","Score_Comp_.64","Score_Comp_.65","Score_Comp_.66","Score_Comp_.67","Score_Comp_.68","Score_Comp_.69","Score_Comp_.70","Score_Comp_.71","Score_Comp_.72","Score_Comp_.73","Score_Comp_.74","Score_Comp_.75","Score_Comp_.76","Score_Comp_.77","Score_Comp_.78","Score_Comp_.79","Score_Comp_.80","Score_Comp_.81","Score_Comp_.82","Score_Comp_.83","Score_Comp_.84","Score_Comp_.85","Score_Comp_.86","Score_Comp_.87","Score_Comp_.88","Score_Comp_.89","Score_Comp_.90","Score_Comp_.91","Score_Comp_.92","Score_Comp_.93","Score_Comp_.94","Score_Comp_.95","Score_Comp_.96","Score_Comp_.97","Score_Comp_.98","Score_Comp_.99","Score_Comp_.100","Score_Comp_.101","Score_Comp_.102","Score_Comp_.103","Score_Comp_.104","Score_Comp_.105","Score_Comp_.106","Score_Comp_.107","Score_Comp_.108","Score_Comp_.109","Score_Comp_.110","Score_Comp_.111","Score_Comp_.112","Score_Comp_.113","Score_Comp_.114","Score_Comp_.115","Score_Comp_.116","Score_Comp_.117","Score_Comp_.118","Score_Comp_.119","Score_Comp_.120"
"Compensation and Benefits Managers","BusGovt",-5.79339897975397,-3.14329844883315,-1.05199886541834,0.816578019874452,4.17947905190696,-1.82059413164375,-0.0057315813253912,-1.1136846541434,-0.108294738495842,1.03098691575541,0.8189725863892,-0.385473952160957,0.933296624431611,1.13190345612404,0.918203055698022,1.08528908945375,0.726540527069104,-0.684036085470797,-0.770888856616373,0.0649332890896228,2.01324501535813,-0.91260639503443,-0.459017906319621,0.0133044546054993,0.00501044127748949,-0.311171612336564,-0.695596033777932,0.956571133770879,-0.136189868682097,1.02339023621498,0.107395756116757,-0.228317401509176,-1.08437017635381,-0.157224142859454,-0.284306443856796,-0.549461452424735,-0.353893753194679,-0.146899941463116,0.812981948208559,0.661330477568252,-0.115163446783165,0.187189598742301,-0.222814229986028,-0.0928925354529608,0.151573975128186,0.389120718572304,-0.382592879172047,0.165478193996032,0.165182464247751,0.573547619566127,0.156795737690364,0.767024476500541,0.376001592041833,-0.120476856172817,0.525710475068947,0.0289432228874537,-0.218336728932285,-0.101459486374953,-0.177996696714512,0.156410652259924,0.146928383436502,0.292601401549528,0.286160163652952,0.0470528168399107,0.337617859720941,-0.0504086759100764,0.314880326093622,-0.398923207389965,0.112200723031302,-0.115092270756798,-0.234569756395408,-0.0957440500981878,-0.132479750706754,0.221993120760995,0.0961180728140143,-0.100926199869787,0.0159548500801475,0.199377929661642,0.292337084057502,-0.197061360799192,0.284996716713044,0.0626108070802162,-0.161409536665422,0.317414892449561,-0.0465174169158177,0.0908206527221987,0.0629757546465401,0.38450618905143,0.23354845943393,-0.0201446374698654,-0.132196175419141,0.0357461580942737,-0.0294227607789264,0.000569376600257572,0.154195497930645,0.3630246227317,-0.0758252345029041,0.085289460551254,0.1003772710439,0.154851672581554,0.010982450082217,0.0295953259816669,0.0236138942984667,-0.0526134599500893,0.0697893082685002,-0.00712757672495537,-0.195599548014159,0.0573719174283138,-0.0448460922284468,-0.0529320264316106,-0.0808915837615676,-0.0320189834192526,0.0161584614760213,-0.0339321455910546,-0.0249674075780578,0.115988334219432,-0.0826406299369209,0.106820553555975,-0.0687430458253277,-0.0197610901217549
"Compensation, Benefits, and Job Analysis Specialists","BusGovt",-3.86697135826043,-2.23687964486109,0.605187681966652,0.193034845376359,2.24668648237274,-1.13515384080302,-0.160620180168262,-0.323623101564841,-0.207702712515576,0.114776375906851,0.608124364967763,-0.212661785899175,0.545745420339076,1.0187772605969,0.334533241889916,0.147404540464593,0.629307361938731,-0.578288239938245,-0.0261589887973193,-1.71716674869799,0.773152413520583,-0.206310627007987,-0.665222262464833,0.387870531479855,1.02815376057006,0.113256411649642,-0.281926277513432,1.21246959732672,0.394069045813245,0.0706629253528864,-0.208798102111836,-0.618601287857201,-0.791750075467502,0.449335481824751,-0.0946962562947639,-0.527054862302533,0.50862817698921,0.0389941906653803,-0.0832903775079284,0.118389599920086,0.233003280037978,-0.291100392291545,0.320220677364152,0.228794367836213,0.324082117313311,-0.390442001767847,-0.486245031876732,0.207489985882634,-0.169772892833803,0.37593098266599,0.132421461710709,0.0149007529152928,0.197167368552472,-0.250199799443386,0.00149152811611319,0.214396485450838,-0.247910373240075,-0.0821748870404227,-0.246105053013437,0.148637261699934,-0.0178246589287713,0.287501039633544,0.0965253802386738,0.00777947661661918,0.609645988695471,0.252669111020465,-0.195013407045345,-0.032247192492638,0.268017273366523,0.0777452437707877,-0.10048527645092,-0.131975851202847,0.0188751796077377,-0.0310495431664126,-0.132149007678314,-0.217559952638212,-0.145741124611078,-0.0906506361953028,-0.239239477135911,0.0408760923246636,0.273694979723898,0.01103564086287,0.173152862165013,0.124705212083452,0.0399372920392628,0.168109235597753,-0.126225814868072,-0.0319406977769383,0.175126108395175,-0.143761129408251,0.0487207247815257,0.0383239807529365,0.0912713990116795,-0.0946487220597122,-0.256310207012216,-0.0289362942750726,0.12598875609375,0.0202984222877969,0.0285814521006176,0.0193880076364115,0.0370098746535866,0.203578548242057,0.0061243129725676,0.226348927982148,-0.0700581625839943,-0.196346911225813,0.00450196654146331,0.136889055199165,0.00877512866916881,0.0199333062315887,-0.0335155834632391,0.0628983051727548,0.0112539629330102,0.164597991662802,0.0252693067007411,0.091167873160317,-0.0239665915530671,0.0304836862707178,-0.0749595830876776,0.0566299969913018
"Compliance Managers","BusGovt",-2.7300403223485,-1.7890446283189,-0.657967100720278,1.75847987889436,0.454166079325702,-2.48038258717293,-0.848808635865292,0.702616112177116,1.60560372469857,1.99047026471232,-1.64043390436774,1.21813459400144,0.989627269930116,-0.890725431439906,1.6876974037779,-0.20794660339751,-0.0422413458584392,0.286277857588797,-0.0767966523482307,0.434594108363324,-0.10636961941852,-0.993523154477692,-0.481642394295272,0.211952991323549,0.268534064986447,-0.660670760859624,-0.488403275588739,0.370365921190631,-0.813543194683842,1.18883973116361,-0.0328451827435309,-0.139759660012767,0.0839984260775846,0.243460574048905,-0.199399523431691,-0.535107539126801,0.159103557512355,0.111068697534604,-0.171643173853744,-0.301069730500897,0.693674630604215,0.15328454103586,0.0857018613082845,-0.760221435040052,-0.197798503293447,0.323870673532082,-0.414695826407857,-0.0399425914413138,0.0650207184069237,0.417309338114295,-0.394555827333915,-0.801480935662817,-0.365412767386502,-0.0760124507477058,0.0792374064056109,0.731894399539155,0.372096448585001,0.120529364912365,0.595553907849154,0.384594730277903,-0.0067805855944352,0.000459390809308702,-0.181564565513465,-0.125454661298494,-0.332889201833699,0.323329806524399,-0.321710512060096,0.0892312920427785,0.139489640528292,0.225714279641668,-0.277901233216641,0.304806768334601,-0.127495904853687,-0.152410952974832,0.0463073014006219,0.37977836609022,0.103036270793709,-0.204156531808286,-0.103312629332224,-0.0349508181107976,0.0848814526425164,-0.240798826269421,0.168820047502864,-0.127624834443699,-0.334246510467016,-0.0677860987529973,0.169317865122352,0.100197578583351,0.0242196559334745,-0.232486185359335,0.0249962035468396,-0.0381056464957706,-0.279680503643646,-0.196148145824312,0.0631247998940742,0.0522960095775394,0.106382312323077,0.186192998327581,0.014415625514566,-0.173605535551617,-0.0518304156823028,0.051826414718084,0.00797126051450928,0.212365610870325,0.174851116887911,-0.104498954999997,0.0679114157614261,0.126789939216752,0.0115969066814677,0.0476219038538055,-0.0513692617948327,-0.0894447592916619,0.178417469159401,0.270147833242276,-0.064264936251392,-0.017940086131157,0.165290612116725,-0.145364681406991,-0.121674775928899,-0.0217998120868217
"Computer and Information Research Scientists","CompSci",3.84224610082607,-2.85929133109154,2.54426518641345,1.19495754084462,0.757329121440495,3.86856845636226,0.842291926937553,-2.50574845004027,0.157226531266025,-1.25421881956067,1.19161641668982,1.91039704373296,0.235618191559609,-0.699660573777326,0.35218194457713,0.449012145493889,0.0616748566753465,-0.211798154940053,-0.483338505990556,1.04777220390226,0.293604901602787,0.0869284224780288,1.08724230116666,0.959444403391169,0.618159362208826,-0.734475281114797,0.055530687857857,0.538019847425383,-1.20346783429616,-0.0744197930870848,-0.271631954791498,-0.365354375351361,-0.102386770096726,0.811853110441073,0.814772037085498,-0.392744349988965,-0.26818263427402,-0.168949580668064,-0.578064853706155,0.308571292260546,0.128782779187364,-0.478523551831358,-0.244367116288028,0.625913608517072,-0.330964909146731,-0.181951330633638,0.509570848972302,0.318851695227221,0.550724918726389,0.224246990213046,-1.07546349114275,-0.671145393864939,0.0081341265154035,-0.437013561925445,0.406572977414495,-0.113364405919425,-0.484417141359958,0.784594198835582,0.255553847619669,0.577729231101071,0.080471046971288,-0.602289569194731,0.199946024368694,0.091646213431192,0.432950140909008,-0.149993060878577,0.114333121897287,0.194579694158068,-0.145873794189122,0.137595865065223,0.391768022675707,-0.0820269702480731,-0.0187812200573303,0.0389706826837986,-0.27612764660125,-0.274617242435649,0.13972253767975,-0.164695222963483,-0.0421229478610437,-0.117625548520487,0.707412077973156,0.0200366165424696,0.39666171949396,-0.00320368003885287,-0.393768068260276,0.0894431497077011,-0.00872035605726864,0.096556182617548,-0.0524911267434782,-0.157269084432332,-0.256923297726554,0.26100419037881,-0.275336237494221,0.117133706660012,0.132018512444764,-0.162176082379738,0.00288565429736028,-0.0321952770300759,-0.0785569892686487,0.0891615730646868,-0.0233361520830834,-0.238143623237949,-0.0566597295903227,0.148789224547314,0.148508594430918,0.0778403102692413,-0.107519598537575,-0.0455141647412703,0.0279270023400121,-0.114401580058645,0.0435267412408222,-0.0941306605761991,-0.0343952883837015,-0.0219195474373101,-0.0638191633649259,0.00472333831404788,-0.110388561088138,0.0406371164210195,-0.0466552557621178,-0.0529879874562852
"Computer and Information Systems Managers","CompSci",1.42011519787042,-3.66744751017829,-1.88579856076478,1.25820237117942,2.0136270876514,2.51639991345732,0.478119737934827,-2.12183786253662,0.873877231160126,-0.542915196791265,0.280751943258283,1.68205725567904,0.58214746792732,0.0540114581598507,0.545532298444917,1.40987477991096,1.03503659044453,-0.406363846696417,-0.439482718153361,1.41759760757115,0.824085496962203,-0.332202768284353,-0.18216922339004,0.564358439788515,0.83440081215187,0.874929569283749,-0.313967399197408,-0.0239191324917895,-0.321124215287611,0.998297050778987,-0.529616495191267,0.622498656842162,-0.369132129854763,-0.391472144604621,-0.0917169333531561,-0.0505898953620274,0.29924196004737,0.39810838690079,0.456350510552565,-0.044815681283055,0.367137266991291,0.458506807038469,0.766947645103911,-0.112029013788075,0.333153018088475,-0.189857233705872,-0.668636511558016,0.513438657072861,-0.121317468765408,-0.315978257082657,-0.530801698893302,0.185349893362517,0.537318089191286,-0.421507907600074,-0.134655785273323,-0.177831496728579,0.0987277198682228,-0.171993381744739,0.0173670544539304,0.0848572794662244,-0.140525670039431,-0.0380381283371748,0.245406097328869,-0.162620090338914,0.0209779104651256,0.018925031530472,-0.089301754760698,-0.408344204404566,-0.0944751860464397,0.239424279016961,-0.0795245720969216,0.375532047069713,-0.1732145359646,0.213322093747218,0.0844710523405925,-0.117395946992121,0.199958711691591,-0.138333220270907,0.021681382334326,-0.214694809346212,0.0954724834957619,-0.0194552199751081,-0.0626140070300996,0.0867972385812293,-0.133761411144306,-0.482496544729059,0.208496921349302,0.133090833044093,0.196875339383879,0.0777094102772402,-0.0863708898398294,0.110811887374465,0.0769648937714129,0.0680548261908596,-0.278825121526838,-0.0330976015510839,0.163658283817393,-0.0396721843178551,0.028259137529374,-0.0129645988052383,-0.0212624224228232,-0.0895246590503402,-0.143391941082917,-0.0451519686852624,-0.0402876477931324,-0.274558227968289,0.0139894254208641,-0.000336096268996516,-0.0139438917074339,-0.258890627203974,-0.107803227608471,0.107374307704236,0.111377695399263,0.0334800913648298,-0.0732473611199863,0.0509097218584084,0.100452391621814,0.0673872598788053,-0.0282524439824691,-0.0189540636189339
"Computer Hardware Engineers","Engi",6.98124681849137,-5.1200182814081,-0.0101026794692717,4.01105983611897,-1.29768599231496,3.64077778948292,-1.41923564739283,1.68373714844742,-0.0446925903050733,0.127952199040247,1.40689678596167,-0.347571119079173,0.481871375366877,-0.546239897319596,0.454310190876618,-0.0763038778480718,0.69141228390418,0.625425516340186,-1.89389368059639,0.23265480841353,0.643940843080649,-0.669693191502314,-0.570968262996542,0.283857239052045,-0.683502473771526,0.937359357741571,-1.42131766261853,-0.090782705875852,-0.290625707496042,0.522030791666859,0.867641703230151,-0.245899641143663,0.214307328658852,0.24851532064544,-0.819440460801576,0.191835451911076,0.00821543003993161,0.299853296751904,-0.539060374412043,-0.687649760837979,-0.408201936339671,-0.0425249565765308,-0.472765547323268,0.104151784351927,-0.0669350951897511,0.239340329669247,-0.292568589152695,0.400914094319498,0.197107549066405,0.11167209814728,-0.417093129940181,0.168937268201244,0.36695002303992,0.0512527172222497,-0.221220584050168,0.246392584237364,-0.0655943783351868,-0.0140683532590909,-0.629731643583424,-0.295074886221635,0.11868578929332,-0.162167255038534,-0.209238759265966,0.29501997059193,0.0465547041060883,0.205844834833056,-0.160469511846413,0.0289407354130467,-0.0896980029268722,-0.193012163602743,0.359978401591315,0.492219558530609,-0.360691040574973,0.0568982219239838,-0.139575784396638,-0.216812745479281,0.132552484032479,0.177606277374627,0.188020574628358,0.325922762516936,0.149931435034215,-0.0643254062884348,0.19153926369232,-0.163470345661945,-0.0718282839031411,-0.0819746504279734,-0.0320343131473022,-0.233487607825346,0.00958032791032438,0.326970257487914,-0.0340482309710287,0.185123349159324,-0.406948044529026,-0.0918494365051767,0.197505329088126,0.026053059995755,0.0387530444442107,0.32369080324179,0.0528030816631633,0.157490666649164,0.0174716633801416,0.0278972247774457,0.127006131006042,0.140258660953997,-0.22892380427661,-0.0991614252901741,-0.0350623801060974,-0.0834085878100771,-0.0767183338884316,-0.117493173842472,0.144677735443987,-0.12039097502474,0.0335215882396006,0.0484402280229273,-0.0344864229710045,-0.178723000939314,-0.0579347676407915,-0.0722700430827123,0.0853860474958024,0.0678864718041105
"Computer Network Architects","Engi",5.57864470378665,-4.71896911630361,-1.62595672870392,1.27654284079698,0.403100424089318,4.01088217693398,-1.36811458707425,-1.39548158755771,1.46971421618821,-1.5099234797041,1.26877815260239,0.699198945450045,1.79999161513562,-1.21748197067291,0.800726451987861,0.285970970104385,-1.1903270944199,0.58655095939068,-0.844334757479019,1.65779174545355,0.480356213675754,0.0986628757958735,-0.418447971499899,0.141207696887814,-0.0315039284692618,-0.22205148652284,0.239470142146141,-0.148326627928795,0.438370972768114,0.681660695092703,0.375562585805579,-0.345408898521645,0.0832933144869147,0.178767976488373,0.09031154683757,0.47335702212232,-0.568560700491875,0.0379839220522734,0.327354160649301,-0.0888948069005462,0.0889490724362396,0.480625811471128,-0.425352260442739,0.943854511776915,-0.695231093317917,0.708579332276353,0.168020587355169,0.19673080494257,0.540774552527619,0.139951050612066,0.0820233616443339,-0.5254155174808,-0.224605649580633,-0.370302888868028,-0.217831591265325,-0.468219753108477,0.459813840819942,-0.156462460081564,-0.302725766199932,-0.60774751146388,-0.0850857057051672,0.228721626448183,-0.430980386050037,0.0868290084070971,-0.0410500750830762,-0.00750974940624189,-0.484187971557229,-0.270121980827331,-0.418233036367196,0.231981048624321,-0.302235146071617,-0.290317699167646,-0.0358669008091609,-0.343776168890593,-0.0809522000674737,-0.0314743623687477,-0.200381510278967,0.231075899662185,-0.101087676932014,0.386840064806755,0.293594655532993,-0.0339209847591963,0.203062155095501,0.242741399898797,-0.0692720546461649,0.172136098750678,0.241126054085805,0.165407561534799,-0.00478126260552354,-0.196536379513302,0.25736711337184,-0.0361165196929802,-0.0341829174064617,0.238009033243294,0.112754248917855,-0.251160577459386,-0.16028107329488,-0.186198241211861,-0.0107188482721422,-0.0570062418063234,-0.0324581943121032,-0.00313129497707762,0.171170846626301,-0.0369753726845799,0.0480980681398171,-0.0678781867373074,0.0019169436987633,0.166112318773335,0.117837307535979,0.147236926556676,-0.135585921632479,-0.0885162080859294,-0.0770016595250882,0.00417066090711449,-0.0835709259037409,0.225654414426223,-0.194786604659835,-0.0573087057419376,-0.240497229022105,0.00848797362737143
"Computer Network Support Specialists","CompSci",3.35686184359504,-3.51213432718116,-5.85234291851913,3.34043334886108,-0.613491885344243,3.44933806250659,-1.31094896838946,0.142015221800003,3.21434813635571,-1.0561429862641,0.568798186158921,1.28329286851744,1.65976928145191,0.211190436831828,0.549322824857442,0.901527653973211,-0.703122511026648,0.586345254679443,-0.793554602535358,-0.682113047669408,-0.399467886916678,0.195751067743569,-1.11886238638764,0.472955619721774,-0.661826704711024,1.02279887026828,0.501062021679863,0.062517666643633,1.55181433247556,-0.898609230098264,0.835472633597651,-0.185162042010027,0.581396375573038,-0.472440038280678,0.238243076600068,0.589770244592821,1.63012973977154,0.0363166148625793,0.444671773820735,-0.4235933442272,0.0479995884017672,0.906152239560414,-0.914816870578176,0.0593558829338773,0.700607267687982,-0.274706946157167,-0.052752165617843,-0.42416000617145,0.16135417367225,0.208766040709339,0.615830780367079,0.627893472610201,-0.119324553805064,0.499928273172381,0.646399143996908,0.0285812409443771,-0.123985969421796,-0.196040676140806,0.24030718808254,-0.21754894193967,-0.0291872830574827,0.28702157155706,0.120301832248547,0.166439620897385,-0.643352236761204,0.141531133743116,-0.33889520029092,0.154767439669681,0.18290583378883,-0.27471463188731,-0.000895551909382938,0.0041203030645184,-0.233317078886623,0.309723547967011,-0.0376158292922846,0.0967246020465762,-0.146925577267932,0.168577048681869,-0.0349831626935726,-0.125823990945107,-0.00528127863897619,0.0106277081129106,0.0770390582229486,0.00222935822586666,-0.204991448759712,-0.206123465603903,0.131885005015031,-0.0566818255068476,0.0965623637402137,0.0258096837863598,0.0520682248675614,0.132698820203407,-0.0101449655979186,0.178754629505138,-0.0284810493428708,-0.0429250658727496,0.147527740479536,-0.0634655856638852,-0.208948701342929,-0.0478188769720284,0.161452988888136,-0.120113540784735,-0.0127427905992273,-0.0606242969904653,-0.0616638919034827,-0.0306947342695752,-0.142119996213409,0.0438504028300033,-0.109976277698814,-0.0840921188526514,-0.0405452295598555,0.143145360045403,-0.195829005335622,0.0527975840270236,0.0992145921863808,-0.183124162305029,0.117102052496627,0.021456480313815,0.0899369973205892,0.059644083971727
"Computer Programmers","CompSci",0.849222424712157,-5.59021133332805,-1.54819038987199,3.37735237064262,-1.05925632271368,1.47794510599956,0.361327627344018,-0.0142013360276454,-1.72577688675488,-2.29478148606037,1.81290287567403,1.98679359126999,-0.27559360402154,0.412613004263069,-0.256822519102319,-1.14254587707499,1.4184990908155,-0.489044462435351,-0.40968658568051,0.960998309028489,0.897159047869278,0.316056442053458,0.157849856104073,-0.268556933861147,0.448496031707882,1.0517190249036,-0.447605648907405,0.000622368889158968,-0.420172857685979,0.279020512677871,-0.366076873707323,1.10576796876255,0.0692357236509457,-0.662121850760661,0.477835219924947,-0.4690676331416,-0.143652447354139,0.452946524174693,-0.217677345870254,-0.21598023197888,0.718194896362947,-0.344730334132629,0.959139151642735,0.026982355607533,-0.7019453713052,-0.330608519645097,0.136989316326146,-0.0315609699341253,-0.332666098126596,0.244383488175457,1.17199682014448,0.434338795358726,0.0085393663108801,-0.145424658676641,-0.0829955399821888,0.434606870210761,-0.559420219489052,-0.185781237770278,0.406269080785634,-0.0350980027166365,-0.117544075376499,-0.457646254137738,0.133145273259537,-0.063037963687291,0.492092263927429,0.51587179168498,-0.104172558979343,0.00772019854817046,0.0597546812272011,0.329098130142669,0.388102672764089,-0.255510197710133,-0.375264991784601,-0.0383950922686981,-0.107472019475375,0.0972776840629678,0.136449597951864,-0.0902154302618646,0.154992633498885,0.552047927584745,-0.0225092982123645,-0.250138077487603,0.201697024779527,-0.099248449200449,0.210872049751075,-0.101224837833365,0.153451077974477,-0.129679112981053,-0.220797206699856,-0.0288989729574527,0.317356884379893,-0.0844541186640161,0.131993453674626,-0.303499750735637,0.224842788014228,0.0595820795905398,-0.0122579068270216,-0.302944521287357,-0.179267468679745,-0.0692313905994792,-0.215470007314699,-0.0174317156772372,-0.166209807182055,-0.103760916828245,0.0974789115590782,-0.0752341934399913,0.078091223786857,-0.0697604562471454,-0.1286589350386,0.0403180750721507,-0.0854336214091019,0.0101749431995046,0.125411280749552,0.0437786413918845,-0.108880446005641,0.0663158508876918,0.207817690947894,0.104021436830625,0.0197579123958518,0.00946272836676004
"Computer Science Teachers, Postsecondary","CompSci",1.29144409362522,-2.81618541490477,2.24833775508982,1.78982904842847,-2.27790888542365,3.31264764952304,-1.00702519089698,-0.316761070165594,1.31132231439718,1.27841323545821,1.53400739472246,0.330761248923785,0.0727519813309507,-2.60049750203136,1.54472742158028,0.591938682400484,-0.0125934829403086,-1.64584537221188,0.365049756787876,0.0225461261905678,-1.42665446845151,1.0713286254555,-0.0658458518724467,0.618633734084272,0.112620861837573,-0.454630019030887,-0.587292078097905,-0.353704576535366,0.185350953797826,-0.733439304234966,-0.4729179202298,0.15427361500735,0.178213403093373,-0.564800073356187,-0.530165264841698,-0.146241692495404,0.0963848614951752,-1.07490412175285,0.206807541148747,-0.0462745431739356,0.142400634994673,0.135229987310786,0.832187539302141,-0.113301158207558,-0.264619406589903,-0.659760457011878,0.636775135527732,0.113365564337966,0.964986504971116,0.0690115726015727,-0.0874312942158357,-0.390211124171928,0.470146609075625,0.345694901232191,0.10999645295148,0.0530413913502847,0.061606267208189,0.466258311219473,-0.120620166825959,0.0103566986818523,-0.0888809120308646,-0.0106102655332229,-0.231538979964941,-0.198282973711363,0.665952802476878,-0.398040152468123,-0.0827386930185506,-0.0409789578483431,-0.195126540550251,0.0700367177269059,-0.343966706712281,-0.21073783555007,0.182955905472764,-0.363228390945979,0.176413449131732,-0.00442382482355969,0.112032574484899,0.193922985653579,-0.229996962636122,0.191327761317147,-0.196600388389494,-0.372457458185437,0.118230213851733,0.31269823777705,0.474668566455815,0.451348319261592,-0.188705308405096,-0.223955446993959,0.559962475398859,0.22621137639035,-0.0173476511033555,-0.1644465415112,-0.110010663064051,-0.133793619337761,0.0138095609610287,0.0269798004608266,-0.00799726478751509,0.00562108187853032,-0.34494829400354,0.0981782260905465,-0.105101529632629,-0.313063629694108,-0.0183887894227842,-0.0358476260514545,-0.180751670097739,-0.198710969046113,-0.0598740784771829,0.0221418009062174,0.141487745139675,0.0845461085877323,0.100772768749062,-0.0571192443903594,-0.0536699367297027,-0.0193867405834496,-0.164485300252496,0.324108040360143,-0.146258695760597,-0.257203779816741,-0.0918973339489507,-0.0599854209573784
"Computer Systems Analysts","CompSci",1.61617226506666,-4.07246660129515,-2.23499803626908,5.27670613796935,0.729390914501321,2.72491430608303,-0.544312739693624,-2.36730523329186,0.371011761274436,-0.758880325320247,-1.22458819095923,1.89391871992358,0.334565050027497,1.54794558124519,0.260352865412002,-0.685330343739164,-0.179398130034213,0.514276755920863,0.841259213623399,1.21717831276177,-0.134484131862312,0.501052752569786,-0.686180646386211,0.433447191779725,-0.0235519901715799,-0.289984375500925,0.13149732690483,-0.323007284554689,-0.653400248166381,0.234258831660665,0.82369971053036,0.348490131174813,-0.0246936721519077,0.347814892471548,0.099225733299906,-0.419603376485241,0.388360878712727,0.0527880097906535,0.112082659711688,0.183392454943699,-0.068699709538545,-0.217836243559866,0.0749263339514812,0.0451201221003888,0.144770374911811,0.065144510510361,-0.194907033908819,0.256962968938226,-0.0123056350003222,0.204795344097102,-0.248792210606205,-0.0615446458152995,0.0463139321212447,-0.538265346925123,-0.50256344274052,-0.259521885088188,0.213917326215433,0.168769591837487,0.100622344212086,0.218013165647778,0.119354952434598,0.126486939378754,0.238156245242884,0.171376236608463,-0.0324970457031688,0.00791111080315274,0.210665406473962,-0.00979507063094306,-0.207783065229269,-0.359810534473809,0.473526406586054,0.154458110190845,0.0598836145811178,0.0734941542887383,-0.0295699939864326,-0.338154516058706,0.199597844901187,-0.262321894954277,0.281547771419529,-0.289743217512731,-0.163792478163762,0.0540010715815976,0.137251881138835,0.221408572995167,-0.156053349034937,-0.400584160148613,-0.212363302694706,-0.128699320950304,-0.0190380134865506,-0.104858527094537,0.0211575272936305,0.12140444652358,0.272111137474657,-0.0477564238245987,0.0239353454707063,0.157499697276001,-0.121679141677131,-0.131906483900197,-0.0210125106656506,-0.0178587899212715,-0.0231676150383749,0.159507500686995,-0.143267426052976,-0.00488505856056346,0.104724861524975,0.219182669731561,-0.17610171556472,0.0658664889310035,-0.0286254419382257,-0.0190113515486359,0.0230743786849052,-0.0354292308730262,-0.118218477333856,-0.0586455250206767,0.00232897629905637,0.0151897656157842,0.0446279317364613,0.0112887197830776,0.0204108745244361,0.0246453191225226
